,playerId,Player,positionCode,gamesPlayed,goals,assists,ot_goals,time_on_ice_per_game,teamAbbrevs,goals_up_by_one,TOI_Down_One,goals_down_by_one,TOI_Tied,goals_when_tied,TOI,total_goals,shots,ixG,iFF,iSCF,iHDCF,rebounds_created,iCF,SH%,off_zone_starts,on_the_fly_starts,clutch_goals,TOI_Clutch,ot_goals_per_60,assists_per_60,goals_up_by_one_per_60,goals_down_by_one_per_60,goals_when_tied_per_60,shots_per_60,ixG_per_60,iFF_per_60,iSCF_per_60,iHDCF_per_60,iCF_per_60,rebounds_created_per_60,off_zone_starts_per_60,on_the_fly_starts_per_60,clutch_score,clutch_score_rank,predicted_clutch_score,actual_clutch_score_adjusted,predicted_clutch_score_adjusted,lower_bound_log,upper_bound_log,Significantly_Clutch,shap_iSCF_per_60,shap_assists_per_60,shap_rebounds_created_per_60,shap_SH%,season
231,8479337,Alex DeBrincat,R,147,72,62,3,1082.3341,DET,12.0,495.85,15.0,927.86666666667,26.0,2648.8666666667,72.0,468.0,63.27,702.0,487.0,185.0,90.0,904.0,15.38,337.0,1552.0,41.0,1423.7166666666699,0.12642965009423665,2.6128794352808904,0.5057186003769466,0.6321482504711832,1.0957236341500507,19.723025414700913,2.666401320487451,29.58453812205137,20.523746531964413,7.796495089144591,38.0974678950633,3.792889502827099,14.20226402725258,65.40627231541842,17.28,6.0,2.690476734192388,29.06,26.9,20.7,29.22,Inside Range,0.16817277686989246,0.028754998823122213,0.13121823774489894,0.13321653322496452,2024-2026
75,8476453,Nikita Kucherov,R,136,71,153,2,1249.28065,TBL,12.0,550.66666666667,8.0,941.41666666667,28.0,2859.6,71.0,438.0,51.12,672.0,426.0,126.0,80.0,964.0,16.21,456.0,1538.0,36.0,1492.08333333334,0.08042446244065868,6.1524713767103885,0.482546774643952,0.3216978497626347,1.1259424741692214,17.612957274504247,2.055649259983235,27.022619380061315,17.130410499860297,5.0667411337614965,38.76459089639748,3.216978497626347,18.336777436470175,61.84641161686652,14.48,17.0,2.6782813999568456,27.4,26.78,20.72,29.88,Inside Range,0.024738098849066414,0.2596936644613856,0.071003252209969,0.09373219690691259,2024-2026
245,8479420,Tage Thompson,C,141,78,64,0,1135.9292,BUF,14.0,506.95,13.0,844.96666666667,25.0,2667.5,78.0,466.0,50.87,685.0,418.0,158.0,77.0,950.0,16.74,420.0,1460.0,38.0,1351.91666666667,0.0,2.8404117610799413,0.6213400727362371,0.5769586389693632,1.1095358441718521,20.681748135363325,2.2576835357208846,30.401282130308743,18.551439314553367,7.0122665351661055,42.16236207853038,3.417370400049305,18.640202182087116,64.79689329963617,16.86,7.0,2.6744095539809285,28.83,26.74,21.25,30.67,Inside Range,0.10930504239756461,0.05207099802681919,0.10571190094072663,0.1782074250863075,2024-2026
229,8479318,Auston Matthews,C,126,59,71,2,1242.0963499999998,TOR,12.0,500.78333333333,13.0,883.2,15.0,2606.5666666667,59.0,486.0,66.7,714.0,581.0,242.0,87.0,878.0,12.14,357.0,1328.0,28.0,1383.98333333333,0.08670624646250578,3.0780717494189553,0.5202374787750347,0.5635906020062876,0.6502968484687934,21.069617890388905,2.891653319524568,30.954129987114566,25.18816459735793,10.4914558219632,38.06404219704004,3.7717217211190017,15.477064993557283,57.57294765110384,12.14,49.0,2.673890999252305,25.76,26.74,19.33,28.26,Inside Range,0.3180075659546587,0.07183205921571895,0.11224190049723737,-0.05730471394481662,2024-2026
81,8476460,Mark Scheifele,C,144,69,96,4,1253.2273500000001,WPG,12.0,556.55,10.0,1085.85,25.0,2998.8,69.0,317.0,48.67,486.0,426.0,204.0,58.0,593.0,21.77,464.0,1487.0,35.0,1642.3999999999999,0.14612761811982464,3.507062834875792,0.438382854359474,0.36531904529956166,0.9132976132489041,11.580613735996105,1.7780077934729666,17.754505601558698,15.562591329761325,7.452508524111058,21.663419386264007,2.1188504627374574,16.95080370189966,54.322942036044815,12.79,35.0,2.6668531157325406,26.24,26.67,18.78,28.1,Inside Range,0.06136383908162368,0.11213034841962183,-0.020278122509367946,0.2845228632111487,2024-2026
217,8478864,Kirill Kaprizov,L,105,61,71,6,1345.53555,MIN,13.0,377.13333333333,10.0,943.35,22.0,2353.7333333333,61.0,367.0,52.8,550.0,396.0,159.0,76.0,755.0,16.62,337.0,1018.0,32.0,1320.48333333333,0.27262744702066233,3.226091456411171,0.5906928018781018,0.45437907836777053,0.9996339724090951,16.675712176097182,2.3991215337818286,24.99084931022738,17.993411503363713,7.224627346047551,34.30562041676667,3.453280995595056,15.312574940993866,46.255790177839046,14.54,16.0,2.666009951457394,27.43,26.66,20.04,28.96,Inside Range,0.07790236254533306,0.08552213941261921,0.10622306075972027,0.16724820121021045,2024-2026
60,8475810,Bryan Rust,R,127,52,59,2,1196.0211,PIT,11.0,433.91666666667,9.0,871.03333333333,18.0,2552.0666666667,54.0,338.0,50.96,527.0,413.0,216.0,76.0,622.0,15.98,427.0,1250.0,27.0,1304.95,0.09195754626614046,2.712747614851144,0.5057665044637725,0.4138089581976321,0.8276179163952642,15.540825318977737,2.3430782788612587,24.230813441128014,18.989233303958006,9.93141499674317,28.598796888769684,3.4943867581133374,19.63293612782099,57.47346641633779,12.41,43.0,2.6597835978211686,25.96,26.6,19.72,28.31,Inside Range,0.12587920426671279,0.0408234240366423,0.1108898370324587,0.15307694495584456,2024-2026
15,8474037,James van Riemsdyk,L,127,31,32,0,735.2716,DET,5.0,256.86666666667,4.0,553.61666666667,11.0,1558.5,31.0,172.0,30.79,264.0,232.0,165.0,48.0,317.0,18.02,203.0,1143.0,15.0,810.4833333333399,0.0,2.3689567953278714,0.37014949926997986,0.2961195994159839,0.8143288983939558,12.733142774887309,2.279380616504536,19.543893561454937,17.174936766127068,12.214933475909337,23.467478253716727,3.5534351929918073,15.028069670361184,84.61617553311741,11.1,76.0,2.657688013378296,24.93,26.58,20.13,29.24,Inside Range,0.047276397509734,0.006422785739958192,0.12537452655379322,0.24950011604529965,2024-2026
97,8476880,Tom Wilson,R,136,57,58,2,1146.66605,WSH,9.0,482.96666666667,14.0,858.06666666667,21.0,2589.1166666667,57.0,285.0,51.14,443.0,364.0,208.0,59.0,567.0,20.0,331.0,1274.0,35.0,1341.0333333333401,0.0894832343217912,2.595013795331945,0.4026745544480604,0.6263826402525383,0.9395739603788076,12.751360890855246,2.288086301608201,19.82053640227675,16.285948646566,9.306256369466285,25.368496930227803,2.6397554124928404,14.809475280256445,57.000820262980994,15.66,9.0,2.6502720867181315,28.13,26.5,21.44,30.52,Inside Range,0.06503526042070035,0.03273108406047137,0.04487342469980565,0.2785181300076417,2024-2026
342,8481604,Pavel Dorofeyev,R,146,65,38,0,1022.2049999999999,VGK,14.0,533.55,14.0,800.96666666667,12.0,2478.1833333333,65.0,431.0,50.12,611.0,468.0,164.0,76.0,799.0,15.08,361.0,1478.0,26.0,1334.51666666667,0.0,1.7084837206978762,0.6294413707834281,0.6294413707834281,0.5395211749572241,19.377802200546963,2.2534001074046723,27.470619824905327,21.04132582333174,7.373456057748729,35.923118232568505,3.4169674413957525,16.230595346629826,66.45102471556477,11.69,59.0,2.638438393234689,25.41,26.38,18.72,27.92,Inside Range,0.23047006500174344,-0.07234683530968336,0.11048664768699151,0.14071432832612962,2024-2026
186,8478402,Connor McDavid,C,131,61,147,1,1353.2215,EDM,15.0,571.26666666667,10.0,1048.65,15.0,2952.9666666667,61.0,432.0,60.73,621.0,500.0,218.0,92.0,774.0,14.12,376.0,1414.0,25.0,1619.9166666666702,0.03703894233242443,5.444724522866391,0.5555841349863664,0.3703894233242443,0.5555841349863664,16.000823087607355,2.2493749678481354,23.00118318843557,18.519471166212213,8.074489428468524,28.668141365296506,3.407582694583047,13.926642316991584,52.37306445804814,9.26,139.0,2.637903600858818,23.28,26.38,18.57,27.34,Inside Range,0.08332162037384055,0.22765086417224056,0.08344593002552803,0.01437099875769876,2024-2026
159,8477949,Alex Tuch,R,146,64,60,2,1141.6358,BUF,13.0,519.7,11.0,879.0,18.0,2782.0333333333,64.0,352.0,50.19,573.0,391.0,199.0,65.0,701.0,18.18,416.0,1409.0,29.0,1398.7,0.08579395152641738,2.5738185457925216,0.557660684921713,0.47186673339529567,0.7721455637377564,15.099735468649461,2.152999213555444,24.579967112318577,16.7727175234146,8.53649817687853,30.070780010009294,2.788303424608565,17.845141917494814,60.44183885036105,12.44,41.0,2.6222669141154498,25.98,26.22,18.46,27.98,Inside Range,0.07975607404386037,0.031631155559431245,0.05665669499394521,0.22510880198870165,2024-2026
46,8475722,Jason Zucker,L,119,41,48,0,949.9998,BUF,6.0,342.76666666667,9.0,595.21666666667,15.0,1888.5,41.0,242.0,37.56,375.0,276.0,178.0,41.0,445.0,16.94,265.0,1133.0,24.0,937.9833333333399,0.0,3.070417029442577,0.38380212868032215,0.5757031930204832,0.9595053217008053,15.480019190106324,2.4026013255388166,23.98763304252013,17.654897919294815,11.386129817516222,28.465324543790558,2.6226478793155343,16.951260683380895,72.47463529913415,15.35,10.0,2.622152453825443,27.94,26.22,19.2,27.14,Outside Range,0.1276774012202162,0.0776037023727939,0.03162087809218128,0.15613628461074114,2024-2026
267,8480014,Gabriel Vilardi,C,133,51,63,0,1107.399,WPG,6.0,473.63333333333,12.0,867.83333333333,16.0,2451.85,51.0,248.0,42.95,374.0,345.0,209.0,52.0,465.0,20.56,414.0,1368.0,28.0,1341.4666666666599,0.0,2.817811350760376,0.2683629857867025,0.536725971573405,0.71563462876454,11.092336745850368,1.921031706589812,16.72795944737112,15.430871682735392,9.347977338236804,20.798131398469444,2.325812543484755,18.51704601928247,61.18676075936817,12.52,40.0,2.621675929299667,26.04,26.22,18.33,27.93,Inside Range,0.04602900484660444,0.05661492538777685,0.009813180335337568,0.2801046312004355,2024-2026
190,8478420,Mikko Rantanen,R,136,52,105,0,1243.6052,DAL,16.0,534.91666666667,6.0,941.81666666667,11.0,2833.4666666667,52.0,338.0,54.22,531.0,437.0,183.0,68.0,699.0,15.38,449.0,1488.0,17.0,1476.73333333334,0.0,4.266173084736561,0.6500835176741427,0.24378131912780354,0.44693241840097314,13.733014310866265,2.2029705205182513,21.57464674281061,17.755406076475023,7.435330233398007,28.40052367838911,2.7628549501151065,18.24296871473063,60.45776714369527,6.91,234.0,2.609608532150597,20.68,26.1,19.77,29.0,Inside Range,0.10782246382180666,0.16490011876478056,0.03494781382398071,0.07282394821051952,2024-2026
132,8477476,Artturi Lehkonen,L,128,46,41,0,1173.0848,COL,5.0,457.26666666667,8.0,820.51666666667,20.0,2510.8833333333,46.0,285.0,50.7,441.0,426.0,241.0,50.0,549.0,16.14,379.0,1319.0,28.0,1277.78333333334,0.0,1.9252090208303343,0.23478158790613834,0.37565054064982134,0.9391263516245534,13.382550510649885,2.380685301368243,20.7077360533214,20.003391289602988,11.316472537075867,25.77901835209399,2.347815879061383,17.796444363285286,61.93538288963929,13.15,30.0,2.60782384975841,26.5,26.08,16.25,25.23,Outside Range,0.2707805599638456,-0.03836914635628527,0.006337795842665805,0.13996045277867553,2024-2026
135,8477492,Nathan MacKinnon,C,140,75,145,2,1351.8435,COL,23.0,612.45,12.0,1034.7833333333,18.0,3158.8333333333,75.0,602.0,60.47,799.0,563.0,174.0,86.0,1059.0,12.46,539.0,1537.0,30.0,1647.2333333333002,0.07284942428719009,5.281583260821281,0.837768379302686,0.43709654572314055,0.6556448185847108,21.927676710444217,2.2026023433231923,29.10334500273244,20.50711293684401,6.337899912985538,38.57377016006715,3.1325252443491736,19.632919845397726,55.98478256470558,10.93,80.0,2.6039848345460808,24.79,26.04,21.34,30.89,Inside Range,0.18529479028132673,0.22189915841870833,0.05357821974630489,-0.08590152142976681,2024-2026
193,8478427,Sebastian Aho,C,142,52,87,7,1194.78405,CAR,16.0,505.5,7.0,914.05,15.0,2852.7666666667,52.0,356.0,46.61,587.0,453.0,164.0,62.0,764.0,14.61,416.0,1406.0,22.0,1419.55,0.29586840900285305,3.677221654749745,0.6762706491493784,0.29586840900285305,0.6340037335775423,15.04702194357367,1.9700609348032827,24.810679440667815,19.146912754041775,6.931774153781128,32.291923496882816,2.620548765453841,17.58303687788384,59.42728329400162,9.3,135.0,2.6013146967255527,23.32,26.01,21.83,31.14,Inside Range,0.18647916240750928,0.12610638481550157,0.019966255031393987,0.039648706941639134,2024-2026
201,8478449,Roope Hintz,C,129,43,68,1,1026.98205,DAL,11.0,378.36666666667,5.0,782.98333333333,14.0,2202.8333333333,43.0,286.0,44.03,401.0,355.0,196.0,55.0,490.0,15.03,296.0,1207.0,19.0,1161.3500000000001,0.051664011710509314,3.5131527963146336,0.5683041288156024,0.2583200585525466,0.7232961639471304,14.775907349205665,2.274766435613725,20.717268695914235,18.340724157230806,10.126146295259826,25.315365738149566,2.8415206440780123,15.292547466310756,62.35846213458474,9.82,117.0,2.5995139640473504,23.81,26.0,18.99,28.01,Inside Range,0.13674191849484352,0.11337753682680174,0.04591269684432586,0.07436762435187005,2024-2026
6,8473419,Brad Marchand,L,123,50,55,3,1081.7734,FLA,7.0,454.96666666667,6.0,775.61666666667,16.0,2223.2333333333,50.0,332.0,49.73,497.0,363.0,180.0,80.0,657.0,15.06,276.0,1213.0,22.0,1230.5833333333399,0.14627209318074008,2.681655041646901,0.34130155075506013,0.29254418636148016,0.7801178302972803,16.18744497866857,2.4247037312927344,24.232410103609272,17.698923274869546,8.776325590844403,32.033588406582076,3.9005891514864017,13.457032572628087,59.14268300941257,10.73,88.0,2.5965416973309923,24.62,25.97,21.38,30.22,Inside Range,0.050710934370689686,0.0403128985375934,0.14190683966009093,0.1344968372331088,2024-2026
330,8481540,Cole Caufield,R,145,74,60,5,1085.0264499999998,MTL,11.0,526.35,15.0,1016.4,31.0,2622.0,74.0,431.0,56.37,642.0,443.0,175.0,71.0,781.0,17.17,369.0,1352.0,46.0,1542.75,0.19445794846864367,2.333495381623724,0.42780748663101603,0.583373845405931,1.2056392805055907,16.762275157997085,2.192318911035488,24.968400583373846,17.228974234321825,6.8060281964025275,30.37433155080214,2.7613028682547403,14.350996596985901,52.581429265921244,17.89,4.0,2.5953920958603653,29.39,25.95,19.22,28.64,Outside Range,0.1097213037760702,0.0083948824277498,0.05366937261440807,0.19449234951262673,2024-2026
274,8480064,Josh Norris,C,83,30,28,1,1030.22615,BUF,5.0,219.5,5.0,482.6,14.0,1459.75,30.0,134.0,19.45,200.0,175.0,83.0,21.0,256.0,22.39,206.0,811.0,19.0,702.1,0.08545791197835066,2.3928215353938187,0.42728955989175327,0.42728955989175327,1.1964107676969093,11.451360205098988,1.6621563879789203,17.091582395670134,14.955134596211364,7.093006694203105,21.87722546645777,1.7946161515453638,17.604329867540237,69.30636661444238,16.24,8.0,2.5951999400914456,28.47,25.95,18.54,27.83,Outside Range,0.08480295980803082,0.018890330122318666,-0.056073858656438325,0.318466321288022,2024-2026
141,8477501,Valeri Nichushkin,R,96,34,37,0,1130.0655499999998,COL,5.0,300.1,9.0,602.55,8.0,1799.05,34.0,236.0,36.0,356.0,292.0,132.0,49.0,463.0,14.41,229.0,960.0,17.0,902.65,0.0,2.4594250263114166,0.3323547332853265,0.5982385199135878,0.5317675732565225,15.687143411067412,2.392954079654351,23.66365700991525,19.40951642386307,8.774164958732621,30.776048302221238,3.2570763861962,15.221846784467957,63.812108790782695,11.3,69.0,2.591463189507257,25.1,25.91,16.2,25.72,Inside Range,0.1672036897565103,0.020227858076781013,0.08960214275114703,0.08531531139331061,2024-2026
259,8479987,Morgan Geekie,C,139,67,47,1,1032.1587,BOS,10.0,481.26666666667,15.0,817.31666666667,23.0,2403.5333333333,67.0,299.0,39.16,452.0,318.0,145.0,43.0,590.0,22.41,422.0,1403.0,38.0,1298.58333333334,0.04620419688121647,2.171597253417174,0.4620419688121647,0.6930629532182471,1.0626965282679788,13.815054867483726,1.8093563498684369,20.884296990309846,14.692934608226837,6.699608547776388,27.260476159917715,1.9867804658923083,19.49817108387335,64.82448822434671,17.56,5.0,2.5893136371619097,29.21,25.89,22.03,30.86,Inside Range,0.05140439721020529,-0.006008637433766617,-0.024480353164977597,0.33928404302093573,2024-2026
155,8477939,William Nylander,R,130,67,77,5,1147.9636,TOR,16.0,483.16666666667,13.0,842.8,18.0,2500.0666666667,67.0,360.0,44.55,515.0,337.0,142.0,54.0,678.0,18.61,373.0,1448.0,31.0,1325.9666666666699,0.2262500314236149,3.48425048392367,0.7240001005555677,0.5882500817013988,0.8145001131250138,16.290002262500273,2.015887779984409,23.30375323663234,15.249252117951645,6.425500892430664,30.67950426104218,2.443500339375041,16.878252344201673,65.52200910027888,14.03,23.0,2.587056250713051,27.1,25.87,20.72,30.01,Inside Range,0.01870379394979127,0.11340299081158006,0.015951291778049603,0.20988398664411745,2024-2026
3,8471675,Sidney Crosby,C,136,60,90,5,1198.8535499999998,PIT,15.0,487.0,12.0,917.1,21.0,2726.85,60.0,359.0,52.62,529.0,376.0,190.0,64.0,655.0,16.71,472.0,1411.0,33.0,1404.1,0.2136599957268001,3.845879923082402,0.6409799871804003,0.5127839897443202,0.8973719820525604,15.340787693184248,2.248557795028844,22.605227547895453,16.067231678655364,8.119079837618402,27.989459440210815,2.7348479453030414,20.16950359660993,60.29485079410299,14.1,21.0,2.584649133706594,27.15,25.85,20.48,29.78,Inside Range,0.03419919294990381,0.13863071352377693,0.040231535189299505,0.14247350451410257,2024-2026
88,8476483,Rickard Rakell,R,123,47,51,1,1146.283,PIT,12.0,469.66666666667,11.0,803.26666666667,12.0,2378.25,47.0,321.0,50.79,493.0,403.0,225.0,66.0,619.0,14.64,412.0,1281.0,23.0,1272.93333333334,0.047135225725358505,2.403896511993284,0.5656227087043021,0.5184874829789435,0.5656227087043021,15.13040745784008,2.3939981145909583,23.237666282601744,18.995495967319478,10.605425788205663,29.176704723996917,3.1109248978736614,19.419712998847704,60.38022415418424,10.84,84.0,2.5797319036696607,24.71,25.8,21.89,31.67,Inside Range,0.16196084210312794,0.015544010051230739,0.07844032879947516,0.0946725351863188,2024-2026
263,8480002,Nico Hischier,C,139,56,59,2,1235.7337499999999,NJD,8.0,514.43333333333,10.0,1079.8666666667,20.0,2860.5,56.0,354.0,56.27,509.0,470.0,237.0,84.0,663.0,15.82,372.0,1312.0,30.0,1594.30000000003,0.07526814275857602,2.220410211377992,0.30107257103430407,0.3763407137928801,0.7526814275857602,13.322461268267954,2.1176691965125363,19.155742332057596,17.688013548265364,8.91927491689126,24.95138932446795,3.1612619958601926,13.99987455309514,49.37590164962587,11.29,70.0,2.577933174758063,25.09,25.78,20.46,29.64,Inside Range,0.10480470532202557,-0.00436626408499402,0.08931042120351129,0.15907012478801097,2024-2026
295,8480801,Brady Tkachuk,L,115,46,52,5,1056.6017,OTT,5.0,339.55,7.0,734.86666666667,17.0,2043.35,46.0,462.0,58.24,647.0,463.0,229.0,84.0,784.0,9.96,367.0,1311.0,24.0,1074.41666666667,0.279221282866671,2.9039013418133783,0.279221282866671,0.3909097960133394,0.9493523617466814,25.800046536880398,3.252369502830984,36.131234002947224,25.855890793453735,12.78833475529353,43.78189715349401,4.690917552160073,20.49484216241365,73.21182036764112,13.4,27.0,2.575150145838281,26.67,25.75,21.09,30.24,Inside Range,0.2993077431682411,0.06002995136398487,0.16614211246537425,-0.17944384868882224,2024-2026
300,8480830,Andrei Svechnikov,R,135,43,60,0,1023.7589,CAR,10.0,409.13333333333,7.0,762.43333333333,16.0,2321.6666666667,43.0,346.0,48.82,536.0,405.0,167.0,71.0,731.0,12.43,375.0,1308.0,23.0,1171.56666666666,0.0,3.072808490056068,0.512134748342678,0.35849432383987456,0.8194155973482847,17.719862292656657,2.5002418414089536,27.450422511167538,20.741457307878456,8.552650297322721,37.43705010384976,3.6361567132330133,19.205053062850425,66.98722508322228,11.78,56.0,2.5743813548943697,25.48,25.74,19.57,28.45,Inside Range,0.18693654307348773,0.07723707770286886,0.10815141488320362,-0.02705786829469664,2024-2026
219,8478874,Adam Gaudette,R,130,33,14,0,666.1523500000001,SJS,5.0,247.43333333333,5.0,474.85,17.0,1421.5666666667,33.0,163.0,21.93,242.0,195.0,96.0,30.0,329.0,20.25,231.0,1133.0,22.0,722.28333333333,0.0,1.1629785172023959,0.4153494704294271,0.4153494704294271,1.412188199460052,13.540392735999324,1.8217227773034672,20.102914368784273,16.19862934674766,7.974709832245001,27.329995154256306,2.492096822576563,19.189145533839532,94.11818999930819,18.28,1.0,2.572591603021003,29.59,25.73,21.45,30.81,Inside Range,0.109192380351122,-0.15353099771823114,0.046887282890444804,0.3409287499681569,2024-2026
239,8479385,Jordan Kyrou,R,135,51,53,0,1006.07935,STL,5.0,441.3,10.0,798.78333333333,19.0,2299.4333333333,51.0,378.0,38.42,525.0,415.0,128.0,66.0,744.0,13.49,362.0,1515.0,29.0,1240.08333333333,0.0,2.5643437940998655,0.24191922585847786,0.4838384517169557,0.919293058262216,18.289093474900927,1.858907331496544,25.401518715140178,20.079295746253663,6.193132181977034,35.99758080774151,3.193333781331908,17.514951952153798,73.30152543511879,14.03,22.0,2.5718586331703266,27.1,25.72,17.03,26.59,Outside Range,0.1976845304264901,0.03205673127938785,0.07994765450304525,0.033055529431895825,2024-2026
416,8482809,Jackson Blake,R,143,36,37,1,908.17655,CAR,8.0,377.65,7.0,700.55,9.0,2157.7833333333,36.0,278.0,44.93,408.0,378.0,206.0,65.0,506.0,12.95,340.0,1282.0,16.0,1078.1999999999998,0.055648302726766845,2.058987200890373,0.44518642181413476,0.3895381190873679,0.5008347245409016,15.47022815804118,2.500278241513634,22.704507512520873,21.035058430717864,11.463550361713969,28.15804117974402,3.617139677239845,18.920422927100724,71.34112409571509,8.9,152.0,2.5693502422547967,22.93,25.69,18.08,27.61,Inside Range,0.21549306149760755,-0.02394588536772496,0.11710215443826211,0.03158672415714592,2024-2026
308,8480893,Kirill Marchenko,R,136,54,75,2,1120.7217,CBJ,11.0,459.03333333333,9.0,878.71666666667,18.0,2557.2,55.0,380.0,42.04,564.0,383.0,113.0,82.0,785.0,14.47,440.0,1298.0,27.0,1337.75,0.08970285927863951,3.3638572229489814,0.49336572603251727,0.40366286675387775,0.8073257335077555,17.04354326294151,1.8855541020370026,25.296206316576342,17.178097551859466,5.068211549243132,35.20837226686601,3.67781723042422,19.734629041300693,58.217155671837034,12.11,51.0,2.5684770294954635,25.73,25.68,19.97,28.53,Inside Range,0.03176554057452763,0.10122571849625295,0.11965996701731746,0.08671161587785647,2024-2026
463,8484801,Macklin Celebrini,C,132,58,95,3,1232.917,SJS,10.0,580.15,12.0,925.01666666667,20.0,2706.3333333333,58.0,453.0,46.98,664.0,492.0,137.0,81.0,869.0,12.8,288.0,1362.0,32.0,1505.16666666667,0.11958808548333492,3.7869560403056055,0.3986269516111164,0.4783523419333397,0.7972539032222328,18.057800907983573,1.8727494186690248,26.468829586978128,19.61244601926693,5.461189237072294,34.640682095006014,3.228878308050043,11.480456206400152,54.29299080943405,12.76,36.0,2.5651834498521087,26.22,25.65,19.29,28.02,Inside Range,0.1611285603161483,0.13390179991769102,0.07251701849495329,-0.031478116406190804,2024-2026
63,8475913,Mark Stone,R,109,40,87,2,1155.3380499999998,VGK,12.0,424.41666666667,3.0,676.61666666667,11.0,2098.8333333333,40.0,223.0,35.31,329.0,274.0,161.0,37.0,394.0,17.94,280.0,1041.0,14.0,1101.03333333334,0.10898852593018614,4.741000877963097,0.6539311555811168,0.1634827888952792,0.5994368926160238,12.152220641215756,1.9241924252974365,17.92861251551562,14.931428052435502,8.773576337379986,21.47073960824667,2.0162877297084436,15.25839363022606,56.72852774666188,7.63,206.0,2.55733021886095,21.55,25.57,19.38,28.82,Inside Range,0.031683029917591754,0.19934869112832238,-0.046253696183785054,0.1434380064693095,2024-2026
402,8482699,Dylan Guenther,R,132,57,58,6,1027.0997,UTA,7.0,429.15,8.0,840.81666666667,30.0,2258.65,57.0,400.0,41.33,635.0,398.0,109.0,60.0,849.0,14.25,318.0,1363.0,38.0,1269.9666666666699,0.28347200713929427,2.7402294023465115,0.33071734166251,0.3779626761857257,1.4173600356964715,18.898133809286286,1.9526496758445053,30.000787422241977,18.803643140239856,5.149741463030512,40.11128901021014,2.834720071392943,15.024016378382598,64.39539095514303,17.95,3.0,2.5569816107338736,29.42,25.57,18.51,27.33,Outside Range,0.1704501121960394,0.05097261326650793,0.048756876908669255,0.057687820833149606,2024-2026
29,8475168,Matt Duchene,C,120,42,69,1,995.33915,DAL,11.0,325.66666666667,9.0,702.45,11.0,2015.05,42.0,213.0,30.37,308.0,238.0,108.0,37.0,414.0,19.72,258.0,1193.0,20.0,1028.11666666667,0.05835913563635755,4.026780358908671,0.6419504919999331,0.525232220727218,0.6419504919999331,12.43049589054416,1.7723669492761789,17.974613775998126,13.889474281453099,6.302786648726616,24.16068215345203,2.1592880185452294,15.05665699418025,69.62244881417456,11.67,60.0,2.555559812964264,25.39,25.56,16.52,25.52,Inside Range,-0.03947015793866199,0.15481315955725977,-0.017731937933647024,0.22883456174980044,2024-2026
41,8475314,Anders Lee,L,146,44,45,0,974.1937499999999,NYI,7.0,467.38333333333,13.0,882.75,12.0,2401.8333333333,44.0,399.0,70.96,596.0,508.0,337.0,120.0,693.0,11.03,314.0,1511.0,25.0,1350.13333333333,0.0,1.9998024886431018,0.31108038712226027,0.5777207189413406,0.5332806636381605,17.731582065968837,3.1534663243136554,26.486272960695302,22.575548094015463,14.976298637171674,30.796958325103773,5.332806636381605,13.954177365198534,67.14892356310504,11.11,75.0,2.5543231959828034,24.94,25.54,16.26,25.07,Inside Range,0.18740663739718655,-0.03396371362722317,0.21795482045976777,-0.0461887357764324,2024-2026
49,8475754,Brock Nelson,C,142,56,53,1,1152.6169,COL,13.0,519.23333333333,7.0,956.2,19.0,2722.5,56.0,335.0,45.53,476.0,415.0,177.0,63.0,605.0,16.72,345.0,1492.0,26.0,1475.4333333333302,0.040666019022660094,2.155299008200985,0.5286582472945812,0.28466213315862066,0.7726543614305418,13.623116372591133,1.8515238461017143,19.357025054786206,16.876397894403937,7.197885367010837,24.602941508709357,2.5619591984275862,14.029776562817732,60.67370038180887,10.57,97.0,2.549293000741965,24.48,25.49,17.78,26.83,Inside Range,0.1155781342333902,-0.008194628774292279,0.03426884576615746,0.17852646198720035,2024-2026
166,8477964,Ivan Barbashev,L,134,42,54,1,993.6531,VGK,11.0,430.5,4.0,778.85,11.0,2220.5833333333,42.0,212.0,31.27,332.0,302.0,166.0,38.0,415.0,19.81,369.0,1361.0,15.0,1209.35,0.049613428701368506,2.679125149873899,0.5457477157150535,0.19845371480547402,0.5457477157150535,10.518046884690124,1.5514119154917934,16.471658328854346,14.983255467813288,8.235829164427173,20.58957291106793,1.8853102906520034,18.30735519080498,67.52387646256254,7.44,210.0,2.547823314538568,21.33,25.48,18.96,27.95,Inside Range,0.07427573145503458,0.04968788619325826,-0.04842195811515887,0.24316746747592255,2024-2026
211,8478519,Anthony Cirelli,C,134,42,55,1,1081.5736,TBL,11.0,440.53333333333,7.0,789.41666666667,12.0,2448.8166666667,42.0,259.0,45.35,384.0,341.0,189.0,52.0,471.0,16.22,311.0,1189.0,19.0,1229.95,0.04878247083214765,2.6830358957681204,0.5366071791536241,0.3414772958250335,0.5853896499857717,12.634659945526241,2.212285052237896,18.732468799544694,16.634822553762348,9.219886987275904,22.976543761941542,2.5366884832716776,15.171348428797918,58.00235781942355,9.27,138.0,2.5424332377294645,23.29,25.42,15.56,24.88,Inside Range,0.09751558385377784,0.04747479742392263,0.025860623041590536,0.14246804588066386,2024-2026
