,playerId,Player,positionCode,gamesPlayed,goals,assists,ot_goals,time_on_ice_per_game,teamAbbrevs,goals_up_by_one,TOI_Down_One,goals_down_by_one,TOI_Tied,goals_when_tied,TOI,total_goals,shots,ixG,iFF,iSCF,iHDCF,rebounds_created,iCF,SH%,off_zone_starts,on_the_fly_starts,clutch_goals,TOI_Clutch,ot_goals_per_60,assists_per_60,goals_up_by_one_per_60,goals_down_by_one_per_60,goals_when_tied_per_60,shots_per_60,ixG_per_60,iFF_per_60,iSCF_per_60,iHDCF_per_60,iCF_per_60,rebounds_created_per_60,off_zone_starts_per_60,on_the_fly_starts_per_60,clutch_score,clutch_score_rank,predicted_clutch_score,actual_clutch_score_adjusted,predicted_clutch_score_adjusted,lower_bound_log,upper_bound_log,Significantly_Clutch,shap_iSCF_per_60,shap_assists_per_60,shap_rebounds_created_per_60,shap_SH%,season
432,8483515,Juraj Slafkovský,L,142,41,62,0,1063.00005,MTL,7.0,505.85,10.0,947.9,12.0,2509.9166666667,41.0,266.0,45.36,450.0,361.0,178.0,38.0,576.0,15.41,347.0,1326.0,22.0,1453.75,0.0,2.5588993981083403,0.28890799656061905,0.412725709372313,0.49527085124677556,10.978503869303525,1.8721238177128117,18.572656921754085,14.899398108340499,7.346517626827172,23.77300085984523,1.5683576956147893,14.321582115219261,54.7274290627687,9.08,146.0,2.3699395378215575,23.11,23.7,18.0,27.3,Inside Range,0.12451534368841627,0.049410405003371516,-0.10718763089743694,0.07408723249769922,2024-2026
457,8484227,Will Smith,C,123,37,53,1,1023.36675,SJS,1.0,444.78333333333,9.0,731.9,12.0,2067.8166666667,37.0,248.0,26.49,367.0,288.0,89.0,36.0,516.0,14.92,237.0,1200.0,21.0,1176.68333333333,0.05099077916743403,2.702511295874004,0.05099077916743403,0.4589170125069063,0.6118893500092084,12.64571323352364,1.3507457401453276,18.71361595444829,14.685344400221002,4.538179345901629,26.311242050395965,1.8356680500276252,12.084814662681865,61.188935000920836,10.71,89.0,2.3688680405343736,24.6,23.69,19.01,28.44,Inside Range,0.07503573030810406,0.06190581714917853,-0.06438381978321261,0.06719612533079633,2024-2026
13,8473994,Jamie Benn,L,121,27,48,1,845.31795,DAL,10.0,283.18333333333,5.0,619.01666666667,7.0,1752.0166666667,27.0,189.0,27.59,265.0,214.0,131.0,34.0,337.0,14.29,268.0,1136.0,12.0,902.1999999999999,0.06650410108623366,3.1921968521392152,0.6650410108623366,0.3325205054311683,0.4655287076036356,12.569275105298162,1.8348481489691864,17.62358678785192,14.231877632454001,8.71203724229661,22.41188206606074,2.2611394369319444,17.82309909111062,75.54865883396144,7.98,188.0,2.3680100168307225,21.95,23.68,15.0,24.07,Inside Range,-0.005033426172150163,0.10308893899511223,-0.009954122064891269,0.05079443854314436,2024-2026
122,8477409,Carter Verhaeghe,C,144,39,60,0,1059.59785,FLA,13.0,484.8,3.0,882.58333333333,12.0,2546.8,39.0,392.0,46.21,567.0,443.0,172.0,83.0,786.0,9.95,370.0,1509.0,15.0,1367.38333333333,0.0,2.6327657447923714,0.5704325780383471,0.13163828723961857,0.5265531489584743,17.200736199310157,2.0276684177809248,24.87963628828791,19.438587082383673,7.547261801738132,34.489231256780066,3.641992613629447,16.235388759552958,66.21405848152814,6.58,258.0,2.3676219767608986,20.26,23.68,17.23,26.36,Inside Range,0.1570609294968765,0.04864702868110854,0.10575314299891903,-0.17295331194550745,2024-2026
167,8477987,Ryan Donato,C,144,45,44,1,933.4625,CHI,9.0,454.65,5.0,793.43333333333,16.0,2252.3333333333,45.0,275.0,33.61,426.0,291.0,137.0,38.0,550.0,16.36,228.0,1460.0,21.0,1248.0833333333298,0.048073713026640985,2.1152433731722033,0.4326634172397688,0.24036856513320493,0.7691794084262558,13.22027108232627,1.6157574948254034,20.47940174934906,13.989450490752526,6.586098684649815,26.44054216465254,1.8268010950123574,10.960806570074144,70.18762101889583,10.1,107.0,2.367223165316731,24.07,23.67,15.67,24.95,Inside Range,0.04355271929491708,0.00037990294680304015,-0.055582324302820174,0.14975867984832325,2024-2026
54,8475784,Jeff Skinner,L,104,22,20,0,760.25865,SJS,4.0,227.66666666667,4.0,471.9,9.0,1330.9333333333,22.0,200.0,23.78,283.0,217.0,95.0,40.0,382.0,11.0,169.0,932.0,13.0,699.56666666667,0.0,1.7153475961309301,0.343069519226186,0.343069519226186,0.7719064182589185,17.1534759613093,2.039548291799676,24.27216848525266,18.61152141802059,8.147901081621917,32.763139086100765,3.4306951922618603,14.494687187306358,79.93519797970134,11.15,74.0,2.3648199451377887,24.97,23.65,15.37,24.54,Outside Range,0.15285724487373709,-0.056494003838846396,0.10398028106293422,-0.0646377644895389,2024-2026
389,8482259,Bobby McMann,C,134,39,27,0,894.5569,TOR,8.0,351.9,6.0,661.63333333333,14.0,1992.0666666667,39.0,294.0,32.6,415.0,268.0,125.0,49.0,509.0,13.27,256.0,1402.0,20.0,1013.53333333333,0.0,1.598368743011253,0.4735907386700009,0.3551930540025007,0.8287837926725016,17.404459646122532,1.9298822600802539,24.5675195685063,15.86528974544503,7.399855291718764,30.13221074787881,2.900743274353755,15.154903637440029,82.99677695191765,11.84,55.0,2.361063812419892,25.53,23.61,18.24,27.47,Inside Range,0.06194462438757975,-0.07132913016635561,0.07002298000257551,0.07131115066658733,2024-2026
85,8476474,Stefan Noesen,R,116,25,23,1,830.6251,NJD,6.0,272.4,3.0,578.76666666667,9.0,1689.45,25.0,217.0,38.63,322.0,241.0,164.0,58.0,377.0,11.52,195.0,1149.0,12.0,851.1666666666699,0.07049148227922432,1.6213040924221596,0.42294889367534594,0.21147444683767297,0.634423340513019,15.29665165459168,2.723085960446436,22.69825729391023,16.98844722929306,11.560603093792789,26.57528881926757,4.08850597219501,13.745839044448743,80.99471313882874,8.46,168.0,2.360487179672696,22.47,23.6,17.35,26.3,Inside Range,0.043610797772718035,-0.07121385985052442,0.1584231678761861,0.000552886344812209,2024-2026
27,8475158,Ryan O'Reilly,C,141,43,70,0,1175.16795,NSH,6.0,570.9,9.0,1000.1166666667,18.0,2751.4833333333,43.0,273.0,46.5,405.0,363.0,221.0,47.0,470.0,15.75,306.0,1455.0,27.0,1571.0166666667,0.0,2.673428034924249,0.2291509744220785,0.3437264616331177,0.6874529232662354,10.426369336204571,1.7759200517711085,15.467690773490297,13.863633952535748,8.440394224546559,17.950159663062816,1.7950159663062815,11.686699695526004,55.569111297354034,10.31,102.0,2.3589511966894383,24.26,23.59,19.73,28.89,Inside Range,0.030549656892824878,0.05992316961839095,-0.06691432250101131,0.10627850514972559,2024-2026
2,8471215,Evgeni Malkin,C,114,29,68,1,1057.84875,PIT,4.0,360.5,3.0,687.31666666667,12.0,2013.3166666667,29.0,250.0,34.17,340.0,275.0,128.0,52.0,454.0,11.6,286.0,1324.0,15.0,1047.81666666667,0.05726192559130873,3.893810940208993,0.22904770236523492,0.1717857767739262,0.6871431070957048,14.315481397827181,1.9566399974550193,19.469054701044968,15.7470295376099,7.329526475687517,25.996914218454165,2.977620130748054,16.376910719114296,75.81478948289276,8.59,162.0,2.358360432271546,22.61,23.58,19.62,28.46,Inside Range,0.014123981876379699,0.15344147727594953,0.052063480281712315,-0.09038269469200083,2024-2026
268,8480015,Owen Tippett,R,140,40,40,1,977.33255,PHI,3.0,493.63333333333,9.0,764.78333333333,12.0,2276.2833333333,40.0,349.0,35.72,540.0,368.0,132.0,67.0,739.0,11.46,296.0,1467.0,21.0,1258.41666666666,0.04767896165816859,1.9071584663267434,0.14303688497450578,0.4291106549235173,0.5721475398980231,16.63995761870084,1.7030925104297818,25.746639295411036,17.54585789020604,6.293622938878254,35.23475266538659,3.1944904310972957,14.112972650817902,69.94503675253331,10.01,110.0,2.357192766726489,23.99,23.57,17.92,26.81,Inside Range,0.11749930568489536,-0.029877286729715596,0.08493092275222958,-0.044474362510424414,2024-2026
22,8474586,Jordan Eberle,R,102,31,39,1,1045.1345000000001,SEA,8.0,391.56666666667,6.0,662.86666666667,11.0,1797.5333333333,31.0,200.0,34.39,308.0,246.0,147.0,36.0,374.0,15.5,251.0,979.0,17.0,1054.43333333334,0.056902601713400204,2.219201466822608,0.45522081370720163,0.34141561028040124,0.6259286188474023,11.380520342680041,1.956880472923833,17.526001327727265,13.99804002149645,8.36468245186983,21.281573040811676,2.048493661682407,14.28255303006345,55.7076470774188,9.67,125.0,2.35659166121978,23.67,23.57,18.25,27.09,Inside Range,0.01771051448777783,0.011768596859250358,-0.026038429636040528,0.12403679197928508,2024-2026
368,8482097,Jack Quinn,R,139,30,52,0,913.8909,BUF,5.0,383.35,2.0,635.28333333333,11.0,2113.8666666667,30.0,264.0,30.15,430.0,291.0,81.0,45.0,561.0,11.36,341.0,1432.0,13.0,1018.63333333333,0.0,3.0629274518145326,0.2945122549821666,0.11780490199286663,0.6479269609607665,15.550247063058398,1.7759088975424646,25.32805392846633,17.140613239962093,4.771098530711099,33.044275008999094,2.6506102948394994,20.08573578978376,84.34830982689252,7.66,205.0,2.356524543959936,21.59,23.57,19.62,28.04,Inside Range,0.12009810925897085,0.09132139759196539,0.02204399729926798,-0.10605314771977259,2024-2026
363,8482079,Marco Rossi,C,114,30,48,2,1082.7938,"MIN,VAN",5.0,425.68333333333,7.0,737.63333333333,11.0,2067.2666666667,30.0,180.0,28.18,279.0,248.0,133.0,42.0,354.0,16.67,251.0,1061.0,18.0,1163.31666666666,0.10315334030573563,2.4756801673376554,0.25788335076433905,0.3610366910700747,0.567343371681546,9.283800627516205,1.453430564907815,14.38989097265012,12.791014197911219,6.859697130331419,18.258141234115207,2.1662201464204482,12.94574420836982,54.72284703219275,9.28,137.0,2.3563642473634507,23.3,23.56,20.16,28.75,Inside Range,-0.08058288981660833,0.038766785251617586,-0.0075819511925840355,0.17664811559151683,2024-2026
247,8479525,Ross Colton,C,120,23,28,0,819.2246,COL,5.0,266.38333333333,3.0,515.9,7.0,1639.9833333333,23.0,261.0,35.47,404.0,296.0,141.0,51.0,508.0,8.81,248.0,1189.0,10.0,782.2833333333299,0.0,2.1475594946417633,0.38349276690031486,0.23009566014018892,0.5368898736604408,20.018322432196435,2.7204976883908336,30.98621556554544,22.70277180049864,10.814496026588879,38.96286511707199,3.911626222383212,19.02124123825562,91.19457996889487,7.67,203.0,2.3533908860875714,21.6,23.53,16.29,25.42,Inside Range,0.2700061745921752,-0.002582562287568424,0.12101336514464367,-0.2641602788911784,2024-2026
76,8476454,Ryan Nugent-Hopkins,C,133,35,62,1,1144.94945,EDM,4.0,474.68333333333,4.0,868.06666666667,15.0,2535.45,35.0,262.0,36.19,386.0,341.0,164.0,49.0,502.0,13.36,274.0,1232.0,19.0,1342.75,0.04468441630981195,2.770433811208341,0.1787376652392478,0.1787376652392478,0.6702662446471793,11.707317073170731,1.6171290262520945,17.248184695587412,15.237385961645877,7.32824427480916,22.4315769875256,2.1895363991807857,12.243530068888475,55.051200893688325,8.49,165.0,2.3520633654295313,22.5,23.52,18.97,28.2,Inside Range,0.06816213793006554,0.06748716992174753,-0.020001992783076405,0.007301862831288752,2024-2026
199,8478444,Brock Boeser,R,132,40,39,1,1113.7698,VAN,8.0,530.21666666667,8.0,870.35,10.0,2443.0666666667,40.0,270.0,35.79,419.0,333.0,129.0,60.0,582.0,14.81,339.0,1308.0,18.0,1400.56666666667,0.04283980293690639,1.6707523145393492,0.3427184234952511,0.3427184234952511,0.4283980293690639,11.566746792964725,1.5332365471118796,17.949877430563777,14.265654377989827,5.526334578860924,24.932765309279517,2.5703881762143834,14.522693195611264,56.034462241473555,7.71,201.0,2.3473713276459973,21.64,23.47,15.53,24.2,Inside Range,-0.0036274707492851554,-0.0589313977450891,0.042116114175612285,0.13869989443525255,2024-2026
83,8476468,J.T. Miller,C,123,36,72,4,1165.45785,NYR,7.0,509.83333333333,8.0,781.38333333333,12.0,2363.4833333333,36.0,247.0,37.83,395.0,297.0,155.0,42.0,489.0,14.57,322.0,1352.0,20.0,1291.21666666666,0.1858712067429953,3.3456817213739147,0.3252746118002417,0.3717424134859906,0.5576136202289859,11.47754701637996,1.7578769377718777,18.354781665870785,13.800937100667399,7.202509261291067,22.72275502433117,1.9516476708014505,14.962632142811119,62.824467879132406,9.29,136.0,2.3433634831979075,23.31,23.43,17.87,27.0,Inside Range,-0.00015538070818416072,0.11815524395205962,-0.050988637368089784,0.04723806979261391,2024-2026
383,8482157,Will Cuylle,L,146,36,41,1,968.5574999999999,NYR,4.0,531.1,14.0,772.93333333333,9.0,2337.65,36.0,276.0,40.27,413.0,334.0,188.0,61.0,536.0,13.04,343.0,1490.0,23.0,1304.0333333333301,0.04601109378594628,1.8864548452237977,0.18404437514378513,0.6441553130032479,0.4140998440735165,12.699061884921173,1.8528667467600568,19.002581733595814,15.367705324506057,8.650085631757902,24.661946269267204,2.8066767209427232,15.781805168579574,68.55652974105996,10.58,95.0,2.3402705061025664,24.49,23.4,16.74,26.23,Inside Range,0.037316164284673436,-0.030311381005426075,0.057508161357385124,0.04664337393642837,2024-2026
443,8483808,Andrei Kuzmenko,L,118,24,38,0,916.37265,LAK,9.0,364.51666666667,0.0,691.66666666667,6.0,1807.2,24.0,152.0,22.27,254.0,233.0,113.0,39.0,356.0,15.79,225.0,1101.0,6.0,1056.18333333334,0.0,2.158716131984648,0.511274873364785,0.0,0.3408499155765234,8.634864527938593,1.2651212699815293,14.429313092739491,13.236338388221657,6.419340076691191,20.22376165754039,2.2155244512474024,12.781871834119627,62.54595950829204,3.41,353.0,2.338271802114737,14.84,23.38,17.97,27.16,Outside Range,-0.04734009101046485,0.0051854832213770186,-0.0009147330744437854,0.15222695544876097,2024-2026
197,8478439,Travis Konecny,R,141,47,86,0,1189.5853499999998,PHI,8.0,589.78333333333,7.0,932.4,11.0,2813.3833333333,47.0,321.0,40.14,500.0,348.0,122.0,47.0,660.0,14.64,379.0,1558.0,18.0,1522.18333333333,0.0,3.3898676243553743,0.31533652319584876,0.2759194577963676,0.433587719394292,12.652877993233432,1.5822010051351711,19.708532699740545,13.717138759019422,4.808881978736694,26.015263163657522,1.8526020737756115,14.939067786403335,61.411787892391544,7.1,227.0,2.336145673358529,20.92,23.36,12.72,21.32,Inside Range,0.005837750411293197,0.12249824557290062,-0.06568754595125881,0.04438303579608649,2024-2026
163,8477955,Jared McCann,L,120,38,56,2,1016.6784,SEA,6.0,426.0,7.0,671.56666666667,9.0,2045.0666666667,38.0,293.0,33.97,453.0,268.0,97.0,45.0,599.0,12.97,285.0,1145.0,16.0,1097.56666666667,0.10933276642269228,3.0613174598353843,0.3279982992680769,0.38266468247942304,0.49199744890211533,16.01725028092442,1.8570170376894286,24.763871594739804,14.650590700640766,5.3026391715005765,32.74516354359634,2.4599872445105766,15.57991921523365,62.59300877699133,8.75,157.0,2.334155560194728,22.77,23.34,12.82,22.08,Outside Range,0.005961171767050744,0.09319538207934586,0.010567081203516626,-0.0046822623846916045,2024-2026
138,8477496,Elias Lindholm,C,132,29,58,0,1075.41535,BOS,5.0,472.5,6.0,795.41666666667,11.0,2390.3333333333,29.0,232.0,39.91,378.0,320.0,177.0,57.0,486.0,12.5,362.0,1254.0,17.0,1267.9166666666702,0.0,2.744659875123226,0.23660860992441604,0.2839303319092993,0.5205389418337153,10.978639500492903,1.888609924416689,17.887610910285854,15.142951035162627,8.375944791324327,22.998356884653237,2.697338153138343,17.130463358527724,59.34143936904354,8.04,184.0,2.3339278500243754,22.02,23.34,19.09,28.22,Inside Range,0.01885590844047469,0.06409937075838873,0.036708019280886905,-0.014849635984880538,2024-2026
125,8477426,Nick Paul,L,110,28,25,1,918.9593,TBL,3.0,320.95,4.0,514.55,7.0,1732.0833333333,28.0,189.0,24.31,272.0,206.0,113.0,26.0,348.0,14.81,246.0,976.0,11.0,835.5,0.0718132854578097,1.7953321364452424,0.2154398563734291,0.2872531418312388,0.5026929982046678,13.572710951526034,1.7457809694793536,19.533213644524235,14.793536804308797,8.114901256732496,24.991023339317774,1.8671454219030519,17.666068222621185,70.08976660682227,7.9,193.0,2.332696034513943,21.86,23.33,17.03,25.73,Inside Range,0.0964639805809176,-0.03795689195234947,-0.05065469502359943,0.09572945337946837,2024-2026
67,8476389,Vincent Trocheck,C,131,38,64,1,1257.89805,NYR,9.0,624.25,5.0,897.6,10.0,2750.8333333333,38.0,289.0,46.72,475.0,380.0,195.0,59.0,578.0,13.15,377.0,1413.0,15.0,1521.85,0.03942569898478825,2.523244735026448,0.3548312908630943,0.19712849492394124,0.3942569898478825,11.394027006603805,1.8419686565693072,18.72720701777442,14.981765614219537,7.6880113020337095,22.78805401320761,2.326116240102507,14.863488517265171,55.7085126655058,5.91,281.0,2.330553172206324,19.33,23.31,18.21,27.61,Inside Range,0.04573298489678848,0.04422222529227887,-0.0007895682769508694,0.012273342764701711,2024-2026
118,8477402,Pavel Buchnevich,L,139,34,62,0,1117.7881,STL,5.0,478.81666666667,5.0,878.26666666667,13.0,2613.7666666667,34.0,262.0,37.99,399.0,337.0,155.0,53.0,523.0,12.98,374.0,1396.0,18.0,1357.0833333333399,0.0,2.741172858458691,0.22106232729505573,0.22106232729505573,0.5747620509671449,11.58366595026092,1.6796315627878338,17.640773718145446,14.899600859686757,6.852932146146728,23.123119435062833,2.3432606693275906,16.53546208167017,61.72060178077957,7.96,189.0,2.3278457819970173,21.93,23.28,16.96,26.06,Inside Range,0.036194504108508135,0.06544545727647699,-0.0009544944527831722,-0.001953872464690143,2024-2026
253,8479671,Mathieu Olivier,R,132,30,24,0,868.94435,CBJ,11.0,298.03333333333,1.0,638.45,7.0,1922.6833333333,30.0,185.0,25.68,276.0,204.0,126.0,38.0,351.0,16.22,250.0,1206.0,8.0,936.48333333333,0.0,1.5376675149940433,0.7047642777056032,0.06406947979141848,0.44848635853992935,11.852853761412417,1.6453042410436263,17.683176422431497,13.070173877449369,8.072754453718728,22.488387406787883,2.4346402320739022,16.01736994785462,77.26779262845068,5.13,310.0,2.3274126654922354,18.13,23.27,17.37,26.89,Inside Range,-0.06569138705440242,-0.07678782644102561,0.0344179636810355,0.20635972777711997,2024-2026
412,8482745,Mason McTavish,C,134,35,49,1,986.04555,ANA,6.0,475.75,8.0,822.95,11.0,2210.1166666667,35.0,295.0,44.78,485.0,356.0,169.0,54.0,611.0,11.86,307.0,1330.0,19.0,1298.7,0.0462000462000462,2.2638022638022637,0.27720027720027723,0.3696003696003696,0.5082005082005081,13.62901362901363,2.068838068838069,22.407022407022406,16.447216447216448,7.807807807807809,28.22822822822823,2.4948024948024945,14.183414183414182,61.44606144606144,8.78,156.0,2.3220220668531484,22.8,23.22,16.24,25.56,Inside Range,0.11414082768028067,0.016646779161326175,0.014956139848939398,-0.05283586736690177,2024-2026
32,8475172,Nazem Kadri,C,144,47,62,2,1162.5979,"CGY,COL",10.0,579.2,14.0,999.83333333333,10.0,2789.8,47.0,459.0,51.45,658.0,491.0,189.0,70.0,913.0,10.24,456.0,1654.0,24.0,1579.0333333333301,0.07599586244748913,2.355871735872163,0.3799793122374456,0.5319710371324239,0.3799793122374456,17.441050431698756,1.9549935614616578,25.00263874522392,18.65698423085858,7.181609001287723,34.692111207278785,2.6598551856621193,17.32705663802752,62.84857824407351,9.12,145.0,2.3096659923685845,23.15,23.1,15.95,25.32,Inside Range,0.20165569810565925,0.026632098181775976,0.02282809121651419,-0.17056408266486645,2024-2026
305,8480849,Barrett Hayton,C,141,29,40,0,942.56805,UTA,5.0,398.46666666667,4.0,839.68333333333,12.0,2224.05,29.0,263.0,47.65,396.0,355.0,214.0,59.0,487.0,11.03,332.0,1419.0,16.0,1238.15,0.0,1.9383758026087308,0.24229697532609135,0.19383758026087305,0.5815127407826192,12.744820902152405,2.30909017485765,19.189920445826434,17.203085248152483,10.370310543956709,23.599725396761293,2.859104308847878,16.088519161652464,68.76388159754471,7.75,199.0,2.3049421361363405,21.69,23.05,16.94,26.45,Inside Range,0.12865630364399466,-0.02203157149539614,0.052708904572740745,-0.08350568811450154,2024-2026
233,8479343,Clayton Keller,R,145,49,105,4,1142.1057,UTA,9.0,539.23333333333,11.0,1036.1166666667,11.0,2761.5,49.0,389.0,47.9,589.0,357.0,149.0,70.0,761.0,12.6,474.0,1610.0,22.0,1575.35000000003,0.1523470974704005,3.999111308598014,0.3427809693084012,0.4189545180436014,0.4189545180436014,14.81575522899645,1.824356492208046,22.433110102516476,13.596978449233244,5.674929380772419,28.984035293743695,2.666074205732009,18.053131050242463,61.319706731836206,8.38,172.0,2.3043726289494995,22.39,23.04,16.34,24.4,Inside Range,-0.08670184156536773,0.16463468840455248,0.027981550753768958,-0.03065595617296063,2024-2026
344,8481618,Alex Newhook,C,105,23,20,1,889.746,MTL,1.0,290.7,5.0,607.55,12.0,1574.9333333333,23.0,148.0,21.14,241.0,216.0,98.0,25.0,320.0,15.54,248.0,899.0,17.0,898.25,0.06679654884497634,1.335930976899527,0.06679654884497634,0.3339827442248817,0.8015585861397161,9.885889229056499,1.4120790425827998,16.0979682716393,14.42805455051489,6.546061786807681,21.37489563039243,1.6699137211244086,16.565544113554132,60.05009741163373,11.36,66.0,2.3029784667276187,25.14,23.03,17.17,26.61,Inside Range,0.11251459023455601,-0.1042026219633077,-0.0736095119629897,0.13916182288985446,2024-2026
176,8478047,Michael Bunting,L,138,32,38,0,909.6321499999999,"NSH,DAL",9.0,497.36666666667,4.0,733.38333333333,8.0,2097.3333333333,32.0,264.0,38.06,430.0,309.0,173.0,67.0,558.0,12.12,269.0,1501.0,12.0,1230.75,0.0,1.8525289457647776,0.43875685557586835,0.19500304692260817,0.39000609384521634,12.870201096892139,1.8554539914686168,20.962827544180378,15.063985374771482,8.433881779402803,27.20292504570384,3.266301035953687,13.113954905545398,73.17489335770871,5.85,285.0,2.29962377635655,19.24,23.0,17.38,26.88,Inside Range,-0.009210025005207567,-0.033912972067476566,0.09836249863753976,0.015270087262189924,2024-2026
26,8475151,Kyle Palmieri,C,107,30,36,0,1121.7878,NYI,9.0,396.46666666667,6.0,745.68333333333,10.0,1990.25,30.0,240.0,34.21,378.0,291.0,125.0,48.0,489.0,12.5,258.0,1111.0,16.0,1142.15,0.0,1.8911701615374512,0.4727925403843628,0.31519502692290857,0.5253250448715142,12.607801076916342,1.79713697850545,19.857286696143237,15.286958805761065,6.566563060893928,25.688394694217045,2.5215602153832686,13.553386157685066,58.36361248522523,8.41,170.0,2.2949500445899558,22.42,22.95,18.05,27.17,Inside Range,0.059310973786490695,-0.02622684039078113,0.026110473012050495,0.00664125065269161,2024-2026
53,8475768,Jaden Schwartz,L,123,36,34,0,1023.6243,SEA,5.0,455.15,4.0,735.2,13.0,2130.5,36.0,268.0,38.16,401.0,284.0,172.0,52.0,494.0,13.43,277.0,1170.0,17.0,1190.35,0.0,1.713781660856051,0.2520267148317722,0.20162137186541773,0.6552694585626078,13.50863191498299,1.9234678875960853,20.21254252950813,14.31511740244466,8.669718990212964,24.90023942537909,2.621077834250431,13.96228000168018,58.974251270634696,8.57,164.0,2.2944842747652077,22.59,22.94,17.26,25.88,Inside Range,-0.002109465339665745,-0.05020291795878851,0.04366794899127574,0.07401452154288102,2024-2026
381,8482149,Cole Perfetti,C,130,26,46,1,906.18265,WPG,1.0,342.91666666667,5.0,687.36666666667,10.0,1966.4166666667,26.0,244.0,33.43,379.0,294.0,134.0,44.0,489.0,10.66,349.0,1246.0,15.0,1030.28333333334,0.0582364074607305,2.6788747431936026,0.0582364074607305,0.2911820373036525,0.582364074607305,14.20968342041824,1.9468431014122205,22.07159842761686,17.121503793454767,7.8036785997378875,28.477603248297214,2.5624019282721417,20.324506203794943,72.5625636960702,8.74,159.0,2.293732424705965,22.76,22.94,17.88,26.57,Inside Range,0.13652989257261638,0.06048363742722934,0.01338610514334937,-0.1457813979667324,2024-2026
382,8482155,Alex Laferriere,R,140,35,36,0,1025.9783,LAK,6.0,389.51666666667,6.0,992.4,17.0,2406.65,35.0,350.0,42.57,550.0,433.0,203.0,76.0,722.0,10.0,257.0,1424.0,23.0,1381.91666666667,0.0,1.5630464933968486,0.26050774889947476,0.26050774889947476,0.7381052885485118,15.196285352469362,1.8483024784417734,23.879876982451854,18.799975878912093,8.81384550443223,31.347765784236795,3.2997648193933466,11.158415244527502,61.82717240547534,9.99,112.0,2.288891732021632,23.97,22.89,15.5,24.5,Inside Range,0.17816169806790433,-0.0739511842938646,0.09117497221441156,-0.13560794149631955,2024-2026
243,8479407,Jesper Bratt,L,145,35,101,1,1133.7803,NJD,9.0,497.21666666667,9.0,1033.0833333333,8.0,2740.85,35.0,326.0,42.97,499.0,393.0,151.0,73.0,676.0,10.74,386.0,1641.0,17.0,1530.2999999999702,0.039207998431680824,3.9600078415997637,0.3528719858851274,0.3528719858851274,0.3136639874534466,12.78180748872795,1.6847676926093251,19.564791217408732,15.408743383650565,5.920407763183805,26.504606939816238,2.8621838855127004,15.1342873946288,64.34032542638823,6.67,254.0,2.287721436349381,20.37,22.88,17.41,26.04,Inside Range,0.008604899166169883,0.1621683658954895,0.03837256039741438,-0.15053857663919679,2024-2026
447,8484144,Connor Bedard,C,133,49,78,1,1236.018,CHI,11.0,564.83333333333,8.0,995.16666666667,18.0,2731.0166666667,49.0,365.0,39.36,541.0,362.0,94.0,50.0,714.0,13.42,380.0,1464.0,26.0,1560.0,0.038461538461538464,3.0,0.4230769230769231,0.3076923076923077,0.6923076923076923,14.038461538461538,1.5138461538461538,20.807692307692307,13.923076923076923,3.6153846153846154,27.46153846153846,1.923076923076923,14.615384615384615,56.30769230769231,10.0,111.0,2.285484555562773,23.98,22.85,17.69,26.94,Inside Range,0.019560655328674154,0.09295368270321319,-0.05555835685103333,-0.000585613147586872,2024-2026
80,8476459,Mika Zibanejad,C,145,47,76,0,1192.1179499999998,NYR,4.0,663.56666666667,9.0,923.53333333333,14.0,2859.9333333333,47.0,355.0,46.42,574.0,353.0,153.0,66.0,717.0,13.24,372.0,1427.0,23.0,1587.1,0.0,2.8731648919412764,0.15121920483901458,0.34024321088778275,0.529267216936551,13.420704429462543,1.754898872156764,21.69995589439859,13.345094827043035,5.784134585092307,27.10604246739336,2.4951168798437404,14.063386050028354,53.94745132631844,8.7,160.0,2.2808084696715065,22.72,22.81,17.06,26.16,Inside Range,-0.0735003555502238,0.0795771409411713,0.019736552832873733,0.02588094391817919,2024-2026
139,8477497,Sean Monahan,C,113,31,57,0,1096.4105,CBJ,5.0,377.71666666667,6.0,726.61666666667,6.0,2077.0833333333,31.0,236.0,35.32,317.0,245.0,134.0,45.0,397.0,13.14,315.0,1007.0,12.0,1104.3333333333399,0.0,3.096891035315406,0.2716571083610005,0.3259885300332006,0.3259885300332006,12.822215514639225,1.9189858134621078,17.22306067008743,13.311198309689024,7.280410504074814,21.569574403863438,2.444913975249005,17.114397826743033,54.7117416239055,6.52,261.0,2.278862933848809,20.18,22.79,15.43,24.75,Inside Range,-0.07433772065518665,0.09932350935346573,0.012056160269429184,0.012706797351594745,2024-2026
400,8482679,Matt Coronato,R,140,38,39,1,1025.70705,CGY,7.0,492.23333333333,7.0,859.96666666667,15.0,2400.1,38.0,341.0,39.63,488.0,363.0,133.0,72.0,694.0,11.14,309.0,1433.0,22.0,1352.2,0.04437213429965981,1.7305132376867327,0.31060494009761863,0.31060494009761863,0.6655820144948972,15.130897796183994,1.7584676822955185,21.65360153823399,16.10708475077651,5.901493861854755,30.79426120396391,3.1947936695755064,13.710989498594882,63.58526845141251,9.76,119.0,2.2760496010881215,23.76,22.76,16.68,26.04,Inside Range,0.05654969469408455,-0.04882116166937184,0.08858925439059401,-0.04938237385668787,2024-2026
