Player,Season,Team,Position,GP,TOI,TM #,TOI/GP,TOI%,RAPM_CA/60,RAPM_xGA/60,GAR/60,xGAR/60
Shane Wright,24-25,SEA,C,79,934.1,29,14.72,29.22,-0.44,-0.015,0.23,0.21
Shane Wright,25-26,SEA,C,37,446.82,25,14.26,28.07,-1.38,-0.088,0.05,0.03
Sheldon Dries,21-22,VAN,C,11,102.72,25,13.73,27.18,-0.25,-0.01,-0.05,0.01
Sheldon Dries,22-23,VAN,C,63,603.57,36,14.29,28.71,-0.4,-0.057,0.02,0.05
Sheldon Rempal,23-24,VGK,R,9,85.05,23,13.97,27.7,-1.33,0.024,0.23,0.12
Sidney Crosby,21-22,PIT,C,69,1098.38,27,16.31,32.06,1.44,0.057,0.22,0.24
Sidney Crosby,22-23,PIT,C,82,1275.03,29,15.89,32.46,0.75,0.051,0.12,0.11
Sidney Crosby,23-24,PIT,C,82,1281.73,33,16.27,32.88,1.52,0.069,0.29,0.26
Sidney Crosby,24-25,PIT,C,80,1316,38,16.3,32.08,-0.23,-0.027,0.16,0.18
Sidney Crosby,25-26,PIT,C,37,579.5,32,15.37,30.38,-0.44,-0.04,0.02,-0.06
Simon Holmstrom,22-23,NYI,R,50,536.45,31,14.83,29.52,0.59,0.089,0.19,0.25
Simon Holmstrom,23-24,NYI,R,75,878.5,25,14.98,29.41,-0.88,0.017,0.13,0.14
Simon Holmstrom,24-25,NYI,R,75,992.42,28,15.26,29.86,1.13,0.034,0.14,0.17
Simon Holmstrom,25-26,NYI,R,38,475.18,23,14.65,29.41,-0.26,-0.003,0.08,0
Sonny Milano,21-22,ANA,L,66,856.8,34,15.3,30.07,-0.6,-0.035,0.12,0.09
Sonny Milano,22-23,WSH,L,64,769.88,31,14.64,29.17,-0.16,-0.036,0.11,0.12
Sonny Milano,23-24,WSH,L,49,560.67,29,14.6,28.88,-1.25,-0.004,0.07,0.03
Sonny Milano,25-26,WSH,L,23,190.7,23,13.6,27.48,1.45,0.074,0.32,0.31
Stefan Noesen,22-23,CAR,R,78,736.18,23,13.74,27.82,4.78,0.186,0.3,0.32
Stefan Noesen,23-24,CAR,R,81,823.78,27,14.04,28.28,4.16,0.112,0.21,0.25
Stefan Noesen,24-25,N.J,R,78,978.52,29,15.28,30.32,2.02,0.086,0.16,0.24
Stefan Noesen,25-26,N.J,R,32,323.95,27,14.55,28.47,-0.7,-0.036,0.09,0.06
Stephen Halliday,25-26,OTT,C,14,87.87,24,13.27,26.67,0.19,0.052,0.15,0.22
Steven Lorentz,21-22,CAR,C,67,693.25,24,13.81,28.17,3.04,0.098,0.27,0.29
Steven Lorentz,22-23,S.J,C,80,807.57,37,13.67,27.35,-0.74,-0.043,0.12,0.07
Steven Lorentz,23-24,FLA,C,38,313.42,26,12.73,26.5,1.06,-0.009,0.02,0.04
Steven Lorentz,24-25,TOR,C,80,741.88,31,13.81,27.5,-1.12,-0.031,0.1,0.04
Steven Lorentz,25-26,TOR,C,31,292.92,25,14,27.59,-1.75,-0.018,0.07,0.21
Steven Stamkos,21-22,T.B,C,81,1112.42,29,15.05,30.39,1.02,0.041,0.26,0.28
Steven Stamkos,22-23,T.B,C,81,1146.97,27,15.1,30.65,1.43,0.061,0.24,0.27
Steven Stamkos,23-24,T.B,C,79,1084.35,30,15.43,30.99,1.66,0.044,0.27,0.3
Steven Stamkos,24-25,NSH,C,82,1143.88,37,14.9,29.95,0.33,0.004,0.06,0.12
Steven Stamkos,25-26,NSH,C,38,505.67,23,14.41,29.54,0.97,0.001,0.09,0.09
T.J. Oshie,21-22,WSH,R,44,582.27,32,14.71,29.35,0.86,0.032,0.24,0.27
T.J. Oshie,22-23,WSH,R,58,742.6,32,14.72,29.36,0.22,0.025,0.21,0.2
T.J. Oshie,23-24,WSH,R,52,691.9,30,15.14,29.96,-1.35,-0.033,0.02,0.05
Tage Thompson,21-22,BUF,C/R,78,1086.27,33,15.23,30,0.74,-0.015,0.17,0.17
Tage Thompson,22-23,BUF,C/R,78,1103.12,27,15.67,31.31,1.56,0.072,0.36,0.32
Tage Thompson,23-24,BUF,C,71,982.17,27,15.42,30.93,0.6,-0.041,0.19,0.19
Tage Thompson,24-25,BUF,C,76,1134.62,29,15.21,30.58,1.16,-0.015,0.32,0.25
Tage Thompson,25-26,BUF,C,38,559.07,27,15.22,30.56,1.3,0.06,0.33,0.28
Tanner Jeannot,21-22,NSH,L,81,1009.6,28,14.47,29.63,1.23,0.025,0.14,0.15
Tanner Jeannot,22-23,NSH,L,56,661.12,27,14.34,29.27,0.14,0.006,0.08,0.12
Tanner Jeannot,22-23,T.B,L,20,224.4,20,14.02,28.43,1.29,0.048,0.18,0.14
Tanner Jeannot,23-24,T.B,L,55,610.32,29,13.87,27.88,0,-0.041,0.06,0.08
Tanner Jeannot,24-25,L.A,L,67,728.42,24,14.03,27.81,1.17,0.07,0.24,0.24
Tanner Jeannot,25-26,BOS,L,38,441.73,28,13.93,28.74,0.19,-0.003,0.23,0.1
Tanner Kero,21-22,DAL,C,23,207.65,25,14.03,27.87,-0.73,-0.005,0.05,0.04
Tanner Laczynski,22-23,PHI,C,32,290,30,13.6,27.15,-1.44,-0.052,0.02,0.03
Tanner Laczynski,24-25,VGK,C,8,67.47,21,14.79,28.32,-0.25,-0.004,0.04,0.04
Tanner Pearson,21-22,VAN,L,68,911.62,32,15.58,30.99,1.58,0.037,0.22,0.2
Tanner Pearson,22-23,VAN,L,14,158.45,25,14.55,29.15,-0.98,-0.102,0.04,0
Tanner Pearson,23-24,MTL,L,54,575.97,30,14.11,28.43,-1.25,-0.05,0.05,0.11
Tanner Pearson,24-25,VGK,L,78,892.7,30,14.93,28.57,1.04,0.054,0.13,0.2
Tanner Pearson,25-26,WPG,L,31,298.93,24,13.69,27.75,-0.16,-0.037,-0.02,0.02
Taro Hirose,21-22,DET,L,15,134.08,27,13.71,27.2,-1.39,-0.078,0,-0.03
Taylor Hall,21-22,BOS,L,81,1069.77,31,14.81,29.98,1.63,0.079,0.39,0.33
Taylor Hall,22-23,BOS,L,61,815.85,30,14.45,29.88,0.44,0.057,0.43,0.36
Taylor Hall,23-24,CHI,L,10,119.3,21,15.26,30.72,-2.55,-0.141,-0.03,-0.04
Taylor Hall,24-25,CAR,L,31,396.1,27,14.05,28.51,4.08,0.099,0.18,0.26
Taylor Hall,24-25,CHI,L,46,613.15,25,14.99,29.45,-2.36,-0.111,0.01,0.04
Taylor Hall,25-26,CAR,L,38,457.65,24,14.25,28.17,3.74,0.1,0.31,0.31
Taylor Raddysh,21-22,CHI,R,21,252.83,23,14.37,28.45,-1.51,-0.018,0.14,0.12
Taylor Raddysh,21-22,T.B,R,53,516.13,26,13.78,27.75,0.9,0.063,0.2,0.29
Taylor Raddysh,22-23,CHI,R,78,1017.2,37,15.02,29.88,-2.25,-0.111,-0.04,-0.09
Taylor Raddysh,23-24,CHI,R,73,886,33,14.52,29.19,-3.74,-0.168,-0.19,-0.21
Taylor Raddysh,24-25,WSH,R,80,935.63,26,14.47,28.66,1.18,0.056,0.22,0.26
Taylor Raddysh,25-26,NYR,R,38,406.08,25,14.17,27.91,-0.57,0,0.17,0.03
Teddy Blueger,21-22,PIT,C,65,811.08,30,14.41,28.24,0.48,0.054,0.25,0.19
Teddy Blueger,22-23,PIT,C,45,444.5,23,13.15,26.84,0.99,0.081,0.25,0.19
Teddy Blueger,22-23,VGK,C,18,220.73,22,14.6,28.2,-1.37,0.021,0.19,0.16
Teddy Blueger,23-24,VAN,C,68,837.05,27,14.12,28.85,1.66,0.086,0.28,0.31
Teddy Blueger,24-25,VAN,C,82,975.47,34,14.41,28.55,0.86,0.008,0.14,0.18
Teuvo Teravainen,21-22,CAR,L,77,961.68,26,14.67,29.92,2.55,0.114,0.28,0.27
Teuvo Teravainen,22-23,CAR,L,68,841.17,23,15.03,30.43,4.47,0.203,0.36,0.41
Teuvo Teravainen,23-24,CAR,L,76,930.33,27,14.92,29.99,4.26,0.111,0.24,0.26
Teuvo Teravainen,24-25,CHI,C,82,1051.98,32,15.24,29.81,-1.44,-0.078,0.1,0.12
Teuvo Teravainen,25-26,CHI,C,37,494.62,24,14.36,28.86,-1.15,-0.084,0.03,0.01
Thomas Bordeleau,21-22,S.J,C,8,104.62,21,14.97,29.46,-1.75,-0.073,-0.03,0.01
Thomas Bordeleau,22-23,S.J,C,8,105.72,24,14.55,29.02,-1.49,-0.033,-0.05,0.03
Thomas Bordeleau,23-24,S.J,C,27,315.07,30,14.18,28.2,-2.39,-0.146,-0.09,-0.15
Thomas Novak,21-22,NSH,C,27,269.15,26,13.62,27.91,1.1,0.055,0.25,0.16
Thomas Novak,22-23,NSH,C,51,602.52,33,14.36,29.24,-0.38,-0.022,0.09,0.1
Thomas Novak,23-24,NSH,C,71,837.4,29,14.02,28.68,1.45,0.079,0.23,0.24
Thomas Novak,24-25,NSH,C,52,608.58,31,14.37,28.86,0.38,0.014,0.08,0.13
Thomas Novak,25-26,PIT,C,37,456.27,31,14.79,29.2,-0.15,0.006,-0.01,0.07
Tim Stützle,21-22,OTT,L,79,1140.28,36,15.08,30.36,-0.38,-0.03,0.05,0.06
Tim Stützle,22-23,OTT,L,78,1204.13,32,15.11,31.82,2.33,0.145,0.25,0.25
Tim Stützle,23-24,OTT,C,75,1230.72,29,15.26,31,1.19,0.029,0.21,0.25
Tim Stützle,24-25,OTT,C,82,1277.58,30,14.6,29.75,1.06,0.042,0.22,0.18
Tim Stützle,25-26,OTT,C,38,559.85,26,14.83,29.86,1.48,0.096,0.33,0.35
Timo Meier,21-22,S.J,R,77,1221.38,33,15.6,30.76,-1.28,-0.044,0.14,0.12
Timo Meier,22-23,N.J,R,21,305.47,22,15.09,29.88,2.78,0.15,0.35,0.4
Timo Meier,22-23,S.J,R,57,914.37,24,15.6,31.16,0.62,-0.022,0.2,0.19
Timo Meier,23-24,N.J,R,69,1011.35,31,14.72,29.85,1.11,0.057,0.19,0.25
Timo Meier,24-25,N.J,R,80,1230.4,31,15.33,30.43,2.29,0.092,0.18,0.26
Timo Meier,25-26,N.J,R,33,513.97,26,15.96,31.28,1.58,0.029,0.06,0.19
Timothy Gettinger,21-22,NYR,L,8,73.8,25,13.51,26.74,-1.04,-0.042,-0.13,0
Tj Tynan,24-25,COL,C,9,62.82,30,12.78,25.63,0.99,0,0.01,0.06
Tom Wilson,21-22,WSH,R,78,1090.17,32,15.15,30.21,0.04,0.013,0.2,0.22
Tom Wilson,22-23,WSH,R,33,446.55,29,14.88,29.65,-1.05,-0.047,0.12,0.09
Tom Wilson,23-24,WSH,R,74,1009.3,30,15.32,30.32,-1.2,-0.021,0.05,0.05
Tom Wilson,24-25,WSH,R,81,1114.93,25,15.4,30.52,1.05,0.071,0.35,0.34
Tom Wilson,25-26,WSH,R,38,520.72,23,15.17,30.68,2.36,0.063,0.29,0.29
Tomas Hertl,21-22,S.J,C,82,1250.92,34,15.73,31,-1.06,-0.007,0.19,0.1
Tomas Hertl,22-23,S.J,C,79,1208.02,38,15.43,30.82,1.29,0.034,0.18,0.23
Tomas Hertl,23-24,S.J,C,48,735,32,15.08,30.01,-2.44,-0.127,-0.02,-0.07
Tomas Hertl,23-24,VGK,C,6,80,21,14.87,29.7,-0.58,0.025,0.31,0.23
Tomas Hertl,24-25,VGK,C,73,996.78,29,15.23,29.15,1.52,0.09,0.2,0.27
Tomas Hertl,25-26,VGK,C,37,499.12,21,15.36,29.34,1.21,0.059,0.23,0.19
Tomas Nosek,21-22,BOS,L,75,840.28,31,13.77,27.87,1.46,0.083,0.25,0.23
Tomas Nosek,22-23,BOS,L,66,640.78,32,13.29,27.36,1.03,0.101,0.42,0.37
Tomas Nosek,23-24,N.J,L,36,366.17,28,13.77,27.91,0.27,0.033,0.12,0.21
Tomas Nosek,24-25,FLA,L,59,509.6,28,13.09,26.23,1.48,0.093,0.06,0.18
Tomas Tatar,21-22,N.J,L,76,953.92,32,15.17,29.82,0.32,0.036,0.24,0.21
Tomas Tatar,22-23,N.J,L,82,1076.4,27,15.03,29.8,2.15,0.145,0.34,0.31
Tomas Tatar,23-24,COL,L,27,272.02,25,14.44,29.53,0.87,-0.014,0.19,0.22
Tomas Tatar,23-24,SEA,L,43,525.55,24,14.96,29.7,1.32,0.039,0.2,0.16
Tomas Tatar,24-25,N.J,L,74,749.73,32,14.19,28.16,-0.11,0.005,0.02,0.04
Travis Boyd,21-22,ARI,C,74,1024.9,37,15.32,30.36,-1.9,-0.093,0.13,0.17
Travis Boyd,22-23,ARI,C,82,1054.68,33,14.31,29.27,-0.97,-0.067,0.05,0.11
Travis Boyd,23-24,ARI,C,16,149.07,23,13.91,28.19,-1.19,-0.032,0.11,0.08
Travis Konecny,21-22,PHI,C/R,79,1115.62,37,15.3,30.83,-0.19,-0.016,0.1,0.15
Travis Konecny,22-23,PHI,R,60,878,28,15.16,30.16,-0.81,-0.024,0.14,0.11
Travis Konecny,23-24,PHI,R,76,1114.6,29,14.67,29.74,1.53,0.079,0.21,0.22
Travis Konecny,24-25,PHI,R,82,1297.88,31,15.36,29.95,0,0.102,0.25,0.28
Travis Konecny,25-26,PHI,R,37,547.62,26,15.41,30.27,-0.09,0.025,0.25,0.28
Trent Frederic,21-22,BOS,C,60,655.52,30,14.29,28.94,1.23,0.05,0.23,0.22
Trent Frederic,22-23,BOS,C,79,886.27,33,14.12,29.11,0.5,0.062,0.34,0.26
Trent Frederic,23-24,BOS,C,82,1038.9,31,14.32,28.78,-0.38,0.037,0.21,0.2
Trent Frederic,24-25,BOS,C,57,703.65,30,14.2,28.4,-0.83,-0.02,0.15,0.09
Trent Frederic,25-26,EDM,C,39,426.07,28,14.2,27.86,-0.08,-0.01,0.1,0.12
Trevor Lewis,21-22,CGY,C,80,870.43,26,13.85,27.79,2.52,0.046,0.2,0.22
Trevor Lewis,22-23,CGY,C,82,828.25,28,13.95,28.34,2.69,0.07,0.19,0.31
Trevor Lewis,23-24,L.A,C,82,793.73,25,13.59,27.56,2.23,0.077,0.17,0.12
Trevor Lewis,24-25,L.A,C,60,561.78,26,13.75,27.28,1.1,0.053,0.19,0.18
Trevor Moore,21-22,L.A,C,81,1060.18,35,14.7,29.31,2.01,0.088,0.19,0.2
Trevor Moore,22-23,L.A,C/L,59,795.88,27,15.4,31.08,1.7,0.063,0.15,0.22
Trevor Moore,23-24,L.A,L,82,1146.15,25,15.1,30.62,3.14,0.146,0.29,0.3
Trevor Moore,24-25,L.A,L,71,956.93,25,15.49,30.71,3.11,0.148,0.33,0.34
Trevor Moore,25-26,L.A,L,37,484.72,20,14.43,29.2,0.84,0.012,0.11,0.06
Trevor Zegras,21-22,ANA,C,75,1110.58,36,15.16,29.82,-0.05,0.005,0.17,0.16
Trevor Zegras,22-23,ANA,C,81,1258.72,32,15.02,29.98,-2.77,-0.191,-0.08,-0.07
Trevor Zegras,23-24,ANA,C,31,435.52,30,14.77,30.49,-1.33,-0.052,0.1,0.06
Trevor Zegras,24-25,ANA,C,57,802.77,28,14.73,29.42,-0.92,-0.046,0.19,0.15
Trevor Zegras,25-26,PHI,C,37,573.88,26,15.43,30.33,-0.29,0.03,0.26,0.21
Trey Fix-Wolansky,22-23,CBJ,R,9,106.27,29,14.13,28.01,-3.28,-0.18,-0.03,-0.12
Trey Fix-Wolansky,23-24,CBJ,R,11,114.48,25,14.32,28.31,-0.73,-0.059,-0.04,-0.02
Troy Terry,21-22,ANA,C/R,75,1174.73,34,15.23,29.94,0.01,-0.009,0.11,0.07
Troy Terry,22-23,ANA,R,70,1115.97,32,14.97,29.88,-3.01,-0.162,-0.09,-0.03
Troy Terry,23-24,ANA,R,76,1153.2,31,14.9,30.77,-0.76,-0.027,0.09,0.12
Troy Terry,24-25,ANA,R,77,1168.93,28,14.99,29.95,-1.05,-0.057,0.11,0.02
Troy Terry,25-26,ANA,R,39,526.83,21,14.7,29.76,1.23,0.006,0.13,0.26
Ty Dellandrea,22-23,DAL,C,82,979.08,27,14.5,29.2,0.59,0.034,0.19,0.21
Ty Dellandrea,23-24,DAL,C,42,447.93,23,14.27,28.38,2.36,0.114,0.32,0.3
Ty Dellandrea,24-25,S.J,C,68,719.05,37,13.76,27.63,-1.26,-0.075,-0.09,-0.01
Ty Dellandrea,25-26,S.J,C,39,449.57,26,13.61,27.93,-1.62,-0.043,0.13,0.18
Tye Kartye,23-24,SEA,L,77,876.67,30,14.47,28.75,0.91,0.017,0.15,0.13
Tye Kartye,24-25,SEA,L,63,576.1,28,14.18,28.13,-0.96,-0.034,0.07,0.03
Tye Kartye,25-26,SEA,L,34,315.88,25,13.94,27.41,-1.3,-0.083,0.1,0.06
Tyler Benson,21-22,EDM,L,29,242.65,28,13.04,26.07,0.64,-0.009,0.11,0.07
Tyler Bertuzzi,21-22,DET,L,68,1056.43,31,15.45,30.62,-0.94,-0.044,0.06,0.09
Tyler Bertuzzi,22-23,BOS,L,21,286.82,24,14.82,30.58,1.24,0.087,0.45,0.46
Tyler Bertuzzi,22-23,DET,L,29,380.05,22,14.89,30.12,-0.58,-0.039,0.1,0.09
Tyler Bertuzzi,23-24,TOR,L,80,1122.83,29,15.52,30.75,1,0.087,0.31,0.27
Tyler Bertuzzi,24-25,CHI,L,82,1063.57,32,15.2,29.76,-1.94,-0.086,0.02,0.06
Tyler Bertuzzi,25-26,CHI,L,35,521.1,24,14.39,28.92,-1.45,-0.104,0.05,-0.04
Tyler Bozak,21-22,STL,C,50,515.5,30,13.96,27.87,-0.86,-0.025,0.12,0.15
Tyler Ennis,21-22,OTT,C/R,57,612.57,34,14.29,28.78,-0.56,-0.026,-0.01,0.01
Tyler Johnson,21-22,CHI,C,26,274.32,30,14.71,29.17,-1.17,-0.014,0.19,0.12
Tyler Johnson,22-23,CHI,C,56,750.73,37,14.96,29.76,-1.27,-0.05,-0.01,0.07
Tyler Johnson,23-24,CHI,C,67,819.72,32,14.53,29.22,-2.16,-0.131,-0.11,-0.14
Tyler Johnson,24-25,BOS,C,9,107.37,22,14.66,29.4,-0.49,0.007,0.2,0.23
Tyler Motte,21-22,NYR,C,9,98.6,21,14.37,28.39,-0.59,-0.049,-0.01,0.06
Tyler Motte,21-22,VAN,C,49,588.28,28,14.26,28.32,-1.03,-0.034,0.09,0.04
Tyler Motte,22-23,NYR,C,24,235.5,19,14.38,28.49,-0.76,0.006,0.13,0.15
Tyler Motte,22-23,OTT,L,38,393.03,26,13.34,28.15,0.68,0.022,0.12,0.04
Tyler Motte,23-24,T.B,C,69,702.2,31,13.47,27.04,-0.52,-0.053,0.08,0.08
Tyler Motte,24-25,DET,C,55,530.08,26,14.38,28.08,-0.98,-0.043,0.09,0.06
Tyler Pitlick,21-22,CGY,C,25,282.22,19,14.39,28.85,2.89,0.076,0.25,0.23
Tyler Pitlick,21-22,MTL,C,14,118.8,25,13.75,27.61,-2.12,-0.07,0.08,0.05
Tyler Pitlick,22-23,STL,C,61,597.12,32,13.76,27.36,-2.22,-0.08,0.09,0.07
Tyler Pitlick,23-24,NYR,C,34,332.03,23,13.79,27.61,-1.53,-0.077,-0.02,0.04
Tyler Pitlick,25-26,MIN,C,23,177.88,27,13.52,26.78,-1.78,-0.009,0.03,-0.11
Tyler Seguin,21-22,DAL,C,81,1178.55,28,14.8,29.4,-0.61,0.015,0.09,0.03
Tyler Seguin,22-23,DAL,C,76,992.08,27,14.71,29.62,0.88,0.03,0.16,0.18
Tyler Seguin,23-24,DAL,C,68,907.65,23,15.21,30.27,0.95,0.062,0.38,0.28
Tyler Seguin,24-25,DAL,C,20,253.2,23,15.15,30.69,1.64,0.083,0.25,0.39
Tyler Seguin,25-26,DAL,C,27,375.1,23,15.08,30.39,-0.58,0.029,0.32,0.3
Tyler Toffoli,21-22,CGY,C/R,37,428.32,24,14.51,29.13,3.59,0.114,0.33,0.39
Tyler Toffoli,21-22,MTL,C/R,37,485.95,29,15.26,30.81,-0.77,-0.049,0.11,0.09
Tyler Toffoli,22-23,CGY,R,82,1034.05,26,14.72,29.88,1.95,0.033,0.2,0.16
Tyler Toffoli,23-24,N.J,R,61,818.98,28,15.34,31.12,2.11,0.074,0.2,0.23
Tyler Toffoli,23-24,WPG,C,18,216.53,24,14.89,29.98,1.74,0.071,0.26,0.27
Tyler Toffoli,24-25,S.J,C,78,1016.37,38,15.27,30.65,-1.09,-0.081,0.06,0.04
Tyler Toffoli,25-26,S.J,C,39,477.08,26,15.28,31.4,-1.12,-0.049,0.27,0.25
Tyson Foerster,22-23,PHI,R,8,108.15,21,14.82,29.52,-0.78,-0.022,0.11,0.1
Tyson Foerster,23-24,PHI,R,77,1097.73,29,14.49,29.37,1.08,0.052,0.18,0.18
Tyson Foerster,24-25,PHI,R,81,1096.3,30,15.24,29.66,0.51,0.085,0.26,0.28
Tyson Foerster,25-26,PHI,R,21,282.52,22,15.33,30.13,-0.89,-0.027,0.16,0.15
Tyson Jost,21-22,COL,C,59,599.7,29,13.42,27.33,0.58,0.014,0.15,0.17
Tyson Jost,21-22,MIN,C,21,237.78,22,13.89,28.38,0.5,0.046,0.26,0.25
Tyson Jost,22-23,BUF,C,59,697.83,26,14.71,29.37,0.48,-0.05,0.08,0.11
Tyson Jost,22-23,MIN,C,12,133.9,23,14.54,29.23,0.18,0.022,0.07,0.11
Tyson Jost,23-24,BUF,C,43,424.38,30,13.96,27.99,-0.09,-0.048,0.06,0.08
Tyson Jost,24-25,CAR,C,39,370.17,30,13.8,27.96,4.22,0.117,0.23,0.3
Tyson Jost,25-26,NSH,C,28,294.35,23,13.78,28.26,0.71,0.019,0.17,0.09
Tyson Kozak,24-25,BUF,C,21,211.5,27,13.5,27.14,-0.03,-0.048,0.06,0.04
Tyson Kozak,25-26,BUF,C,24,255.25,27,14.57,29.16,0.36,0.031,0.2,0.22
Valeri Nichushkin,21-22,COL,R,62,889.6,32,15.78,32.09,2.41,0.079,0.42,0.41
Valeri Nichushkin,22-23,COL,R,53,760.83,34,16.05,32.39,1.94,0.069,0.31,0.35
Valeri Nichushkin,23-24,COL,R,54,819,31,16.09,32.84,2.09,0.063,0.43,0.44
Valeri Nichushkin,24-25,COL,R,43,624.37,38,16.14,32.14,2.28,0.038,0.22,0.26
Valeri Nichushkin,25-26,COL,R,30,400.98,20,14.69,30.07,3.84,0.192,0.57,0.55
Valtteri Puustinen,23-24,PIT,R,52,534.2,29,14.88,30.12,1.24,0.047,0.19,0.18
Valtteri Puustinen,24-25,PIT,R,13,113.92,30,14.2,27.96,0.38,-0.003,0.07,0.07
Vasily Podkolzin,21-22,VAN,R,79,944.98,31,14.9,29.61,0.75,0.006,0.14,0.13
Vasily Podkolzin,22-23,VAN,R,39,439.85,31,14.27,28.62,-0.6,-0.03,0.1,0.11
Vasily Podkolzin,23-24,VAN,R,19,191.98,22,14.31,29.21,1.64,0.085,0.26,0.25
Vasily Podkolzin,24-25,EDM,R,82,1011.13,28,15.43,30.36,2.08,0.111,0.2,0.32
Vasily Podkolzin,25-26,EDM,R,40,568.28,28,15.74,30.84,0.44,-0.003,0.14,0.19
Vasily Ponomarev,24-25,PIT,C,7,63.1,32,13.41,26.43,-0.39,-0.038,-0.06,0
Victor Olofsson,21-22,BUF,L/R,72,923,31,14.99,29.51,0.15,-0.025,0.1,0.14
Victor Olofsson,22-23,BUF,L,75,861.52,28,14.62,29.22,0.48,-0.014,0.17,0.08
Victor Olofsson,23-24,BUF,L,51,510.68,27,14.04,28.17,-0.01,-0.055,0.03,0.02
Victor Olofsson,24-25,VGK,L,56,719.3,27,15.52,29.74,1.6,0.084,0.2,0.27
Victor Olofsson,25-26,COL,L,38,392.18,23,13.92,28.51,3.88,0.156,0.57,0.42
Victor Rask,21-22,MIN,C,29,298.4,26,14.12,28.94,0.33,0.046,0.36,0.3
Victor Rask,21-22,SEA,C,18,229.05,21,14.67,29.14,0.92,-0.012,0.13,0.15
Viktor Arvidsson,21-22,L.A,L,66,913.05,33,15.2,30.31,2.99,0.109,0.21,0.24
Viktor Arvidsson,22-23,L.A,L/R,77,1105.43,29,15.25,30.82,2.17,0.068,0.15,0.22
Viktor Arvidsson,23-24,L.A,R,18,230.48,22,15.01,30.43,2.44,0.102,0.26,0.26
Viktor Arvidsson,24-25,EDM,L,67,894.53,29,15.51,30.53,2.97,0.151,0.29,0.38
Viktor Arvidsson,25-26,BOS,L,28,327.4,25,14.41,29.72,0.23,-0.044,0.18,0.26
Ville Koivunen,24-25,PIT,R,8,119.88,23,15.85,31.23,0.1,-0.012,0.14,0.18
Ville Koivunen,25-26,PIT,R,25,291.63,31,14.56,28.8,0.99,0.039,0.01,0.1
Vincent Trocheck,21-22,CAR,C,81,1022.27,26,14.49,29.56,2.49,0.067,0.22,0.2
Vincent Trocheck,22-23,NYR,C,82,1232.55,29,15.23,30.23,0.86,0.018,0.18,0.29
Vincent Trocheck,23-24,NYR,C,82,1283.42,31,15.64,31.31,2.05,0.026,0.22,0.4
Vincent Trocheck,24-25,NYR,C,82,1258.07,34,15.52,30.98,1.18,0.017,0.16,0.28
Vincent Trocheck,25-26,NYR,C,27,425,25,15.78,31.09,0.48,0.021,0.18,0.21
Vinni Lettieri,21-22,ANA,C,31,333.02,33,14.43,28.37,-1.06,-0.044,0.05,0.07
Vinni Lettieri,23-24,MIN,C,46,408.8,29,13.18,26.93,-1.14,-0.01,0.17,0.1
Vinni Lettieri,24-25,BOS,C,26,319.87,34,14.19,28.19,-1.81,-0.053,0.13,0.04
Vinnie Hinostroza,21-22,BUF,C,62,816.47,31,14.66,28.85,-1.14,-0.085,0.02,0.01
Vinnie Hinostroza,22-23,BUF,C,26,317.77,26,14.5,29.01,0.37,-0.029,0.12,0.16
Vinnie Hinostroza,23-24,PIT,C,14,122.12,26,13.66,27.64,0.75,0.027,0.13,0.15
Vinnie Hinostroza,24-25,MIN,C,25,299.25,23,15.38,30.1,-0.52,0.016,0.16,0.14
Vinnie Hinostroza,24-25,NSH,C,13,147.47,23,14.95,30.03,1.99,0.041,0,0.16
Vinnie Hinostroza,25-26,MIN,C,27,278.88,25,14.44,28.68,-0.63,0.011,0.03,0.05
Vitali Kravtsov,22-23,NYR,R,28,302.42,24,15.09,29.95,0.94,0.01,0.21,0.24
Vitali Kravtsov,22-23,VAN,R,16,158.3,24,13.84,27.81,-1.47,-0.049,0.01,0.05
Vladimir Tarasenko,21-22,STL,R,75,1019.42,30,15.59,31.09,0.51,0.027,0.38,0.35
Vladimir Tarasenko,22-23,NYR,R,31,426.15,21,15.6,30.92,1.17,0.04,0.24,0.35
Vladimir Tarasenko,22-23,STL,R,38,534.13,24,15.68,31.11,-1.13,-0.1,0.17,0.16
Vladimir Tarasenko,23-24,FLA,R,19,225.28,23,14.56,30.3,3.96,0.166,0.4,0.42
Vladimir Tarasenko,23-24,OTT,R,57,758.78,27,15.2,30.83,0.27,0.017,0.19,0.17
Vladimir Tarasenko,24-25,DET,R,80,1027.75,25,15.06,29.39,-0.43,-0.021,0.11,0.08
Vladimir Tarasenko,25-26,MIN,R,33,386.38,28,15.07,29.91,-0.13,0.041,0.26,0.2
Vladislav Namestnikov,21-22,DAL,C,15,159.8,22,14.77,29.33,-0.24,-0.006,0.06,0.07
Vladislav Namestnikov,21-22,DET,C,60,776.55,27,14.89,29.48,-1.82,-0.073,0.03,0.01
Vladislav Namestnikov,22-23,T.B,C,57,576.42,24,13.39,27.2,0.46,0.015,0.08,0.08
Vladislav Namestnikov,22-23,WPG,C,20,255.77,22,14.64,29.99,1.62,0.077,0.17,0.22
Vladislav Namestnikov,23-24,WPG,C,78,907.25,24,14.45,29.09,1.26,0.057,0.27,0.28
Vladislav Namestnikov,24-25,WPG,C,78,1007.78,27,15,29.34,1.23,0.063,0.25,0.22
